id,receipt_number,store_name,store_id,ticket_amount,print_time,processing_date,created_at,updated_at,source_file_path,original_filename
1,250728#286900,eat n work,302596,1285.00,2025-07-28T17:09:16,2025-07-28,2025-07-29T22:21:31.799855,2025-07-29T22:21:31.799855,C:\Point Detection\worker\data\converted_tz\2025-07-28\250728__HASH__286900.json,250728__HASH__286900.json
2,250728#286905,eat n work,302596,1285.00,2025-07-28T17:08:28,2025-07-28,2025-07-29T22:21:31.804614,2025-07-29T22:21:31.804614,C:\Point Detection\worker\data\converted_tz\2025-07-28\250728__HASH__286905.json,250728__HASH__286905.json
3,02202507290001,CASIO,307895,1490.00,2025-07-29T05:13:40,2025-07-29,2025-07-29T22:21:31.810500,2025-07-29T22:21:31.810500,C:\Point Detection\worker\data\converted_tz\2025-07-29\02202507290001.json,02202507290001.json
4,02202507290002,CASIO,307895,1690.00,2025-07-29T05:13:54,2025-07-29,2025-07-29T22:21:31.813811,2025-07-29T22:21:31.813811,C:\Point Detection\worker\data\converted_tz\2025-07-29\02202507290002.json,02202507290002.json
5,10013062,balabala,306869,1010.30,2025-07-29T02:57:28,2025-07-29,2025-07-29T22:21:31.816028,2025-07-29T22:21:31.816028,C:\Point Detection\worker\data\converted_tz\2025-07-29\10013062.json,10013062.json
6,10013063,balabala,306869,1422.00,2025-07-29T03:05:50,2025-07-29,2025-07-29T22:21:31.818189,2025-07-29T22:21:31.818189,C:\Point Detection\worker\data\converted_tz\2025-07-29\10013063.json,10013063.json
7,10013064,balabala,306869,844.40,2025-07-29T03:48:16,2025-07-29,2025-07-29T22:21:31.820120,2025-07-29T22:21:31.820120,C:\Point Detection\worker\data\converted_tz\2025-07-29\10013064.json,10013064.json
8,10013065,balabala,306869,631.30,2025-07-29T05:20:16,2025-07-29,2025-07-29T22:21:31.821890,2025-07-29T22:21:31.821890,C:\Point Detection\worker\data\converted_tz\2025-07-29\10013065.json,10013065.json
9,10013066,balabala,306869,795.90,2025-07-29T05:32:10,2025-07-29,2025-07-29T22:21:31.824825,2025-07-29T22:21:31.824825,C:\Point Detection\worker\data\converted_tz\2025-07-29\10013066.json,10013066.json
10,10013067,balabala,306869,646.50,2025-07-29T05:42:10,2025-07-29,2025-07-29T22:21:31.826873,2025-07-29T22:21:31.826873,C:\Point Detection\worker\data\converted_tz\2025-07-29\10013067.json,10013067.json
11,10013069,balabala,306869,279.80,2025-07-29T08:08:10,2025-07-29,2025-07-29T22:21:31.829215,2025-07-29T22:21:31.829215,C:\Point Detection\worker\data\converted_tz\2025-07-29\10013069.json,10013069.json
12,10013070,balabala,306869,727.40,2025-07-29T08:56:20,2025-07-29,2025-07-29T22:21:31.831457,2025-07-29T22:21:31.831457,C:\Point Detection\worker\data\converted_tz\2025-07-29\10013070.json,10013070.json
13,102507291100771209600001,嗲记 吃有料的餐,300905,131.00,2025-07-29T03:36:40,2025-07-29,2025-07-29T22:21:31.833824,2025-07-29T22:21:31.833824,C:\Point Detection\worker\data\converted_tz\2025-07-29\102507291100771209600001.json,102507291100771209600001.json
14,102507291100771209600002,嗲记 吃有料的餐,300905,56.00,2025-07-29T03:45:35,2025-07-29,2025-07-29T22:21:31.836630,2025-07-29T22:21:31.836630,C:\Point Detection\worker\data\converted_tz\2025-07-29\102507291100771209600002.json,102507291100771209600002.json
15,102507291200771209600004,嗲记 吃有料的餐,300905,42.90,2025-07-29T04:17:33,2025-07-29,2025-07-29T22:21:31.840226,2025-07-29T22:21:31.840226,C:\Point Detection\worker\data\converted_tz\2025-07-29\102507291200771209600004.json,102507291200771209600004.json
16,102507291200771209600005,嗲记 吃有料的餐,300905,37.90,2025-07-29T04:18:32,2025-07-29,2025-07-29T22:21:31.843147,2025-07-29T22:21:31.843147,C:\Point Detection\worker\data\converted_tz\2025-07-29\102507291200771209600005.json,102507291200771209600005.json
17,102507291200771209600006,嗲记 吃有料的餐,300905,39.00,2025-07-29T04:22:12,2025-07-29,2025-07-29T22:21:31.845559,2025-07-29T22:21:31.845559,C:\Point Detection\worker\data\converted_tz\2025-07-29\102507291200771209600006.json,102507291200771209600006.json
18,102507291200771209600007,嗲记 吃有料的餐,300905,149.00,2025-07-29T04:23:37,2025-07-29,2025-07-29T22:21:31.848900,2025-07-29T22:21:31.848900,C:\Point Detection\worker\data\converted_tz\2025-07-29\102507291200771209600007.json,102507291200771209600007.json
19,102507291200771209600008,嗲记 吃有料的餐,300905,56.00,2025-07-29T04:28:22,2025-07-29,2025-07-29T22:21:31.851800,2025-07-29T22:21:31.851800,C:\Point Detection\worker\data\converted_tz\2025-07-29\102507291200771209600008.json,102507291200771209600008.json
20,102507291200771209600009,嗲记 吃有料的餐,300905,28.00,2025-07-29T04:34:05,2025-07-29,2025-07-29T22:21:31.854503,2025-07-29T22:21:31.854503,C:\Point Detection\worker\data\converted_tz\2025-07-29\102507291200771209600009.json,102507291200771209600009.json
21,102507291200771209600010,嗲记 吃有料的餐,300905,86.90,2025-07-29T04:34:07,2025-07-29,2025-07-29T22:21:31.857555,2025-07-29T22:21:31.857555,C:\Point Detection\worker\data\converted_tz\2025-07-29\102507291200771209600010.json,102507291200771209600010.json
22,102507291200771209600012,嗲记 吃有料的餐,300905,217.00,2025-07-29T04:35:32,2025-07-29,2025-07-29T22:21:31.860417,2025-07-29T22:21:31.860417,C:\Point Detection\worker\data\converted_tz\2025-07-29\102507291200771209600012.json,102507291200771209600012.json
23,102507291200771209600013,嗲记 吃有料的餐,300905,170.00,2025-07-29T04:36:15,2025-07-29,2025-07-29T22:21:31.865032,2025-07-29T22:21:31.865032,C:\Point Detection\worker\data\converted_tz\2025-07-29\102507291200771209600013.json,102507291200771209600013.json
24,102507291200771209600014,嗲记 吃有料的餐,300905,113.00,2025-07-29T04:57:24,2025-07-29,2025-07-29T22:21:31.867793,2025-07-29T22:21:31.867793,C:\Point Detection\worker\data\converted_tz\2025-07-29\102507291200771209600014.json,102507291200771209600014.json
25,102507291200771209600015,嗲记 吃有料的餐,300905,67.00,2025-07-29T04:47:32,2025-07-29,2025-07-29T22:21:31.870576,2025-07-29T22:21:31.870576,C:\Point Detection\worker\data\converted_tz\2025-07-29\102507291200771209600015.json,102507291200771209600015.json
26,102507291200771209600016,嗲记 吃有料的餐,300905,214.00,2025-07-29T04:54:11,2025-07-29,2025-07-29T22:21:31.873626,2025-07-29T22:21:31.873626,C:\Point Detection\worker\data\converted_tz\2025-07-29\102507291200771209600016.json,102507291200771209600016.json
27,102507291200771209600017,嗲记 吃有料的餐,300905,39.00,2025-07-29T04:59:05,2025-07-29,2025-07-29T22:21:31.876792,2025-07-29T22:21:31.876792,C:\Point Detection\worker\data\converted_tz\2025-07-29\102507291200771209600017.json,102507291200771209600017.json
28,102507291300771209600018,嗲记 吃有料的餐,300905,35.00,2025-07-29T05:03:36,2025-07-29,2025-07-29T22:21:31.879602,2025-07-29T22:21:31.879602,C:\Point Detection\worker\data\converted_tz\2025-07-29\102507291300771209600018.json,102507291300771209600018.json
29,102507291300771209600019,嗲记 吃有料的餐,300905,130.00,2025-07-29T05:06:08,2025-07-29,2025-07-29T22:21:31.882627,2025-07-29T22:21:31.882627,C:\Point Detection\worker\data\converted_tz\2025-07-29\102507291300771209600019.json,102507291300771209600019.json
30,102507291300771209600020,嗲记 吃有料的餐,300905,53.00,2025-07-29T05:42:16,2025-07-29,2025-07-29T22:21:31.884957,2025-07-29T22:21:31.884957,C:\Point Detection\worker\data\converted_tz\2025-07-29\102507291300771209600020.json,102507291300771209600020.json
31,102507291600771209600022,嗲记 吃有料的餐,300905,35.00,2025-07-29T08:26:59,2025-07-29,2025-07-29T22:21:31.887306,2025-07-29T22:21:31.887306,C:\Point Detection\worker\data\converted_tz\2025-07-29\102507291600771209600022.json,102507291600771209600022.json
32,11012250728000007,呛头家,307971,328.00,2025-07-29T03:42:46,2025-07-29,2025-07-29T22:21:31.890190,2025-07-29T22:21:31.890190,C:\Point Detection\worker\data\converted_tz\2025-07-29\11012250728000007.json,11012250728000007.json
33,11012250729000007,呛头家,307971,381.00,2025-07-29T04:47:38,2025-07-29,2025-07-29T22:21:31.892396,2025-07-29T22:21:31.892396,C:\Point Detection\worker\data\converted_tz\2025-07-29\11012250729000007.json,11012250729000007.json
34,11012250729000008,呛头家,307971,209.00,2025-07-29T04:53:44,2025-07-29,2025-07-29T22:21:31.894741,2025-07-29T22:21:31.894741,C:\Point Detection\worker\data\converted_tz\2025-07-29\11012250729000008.json,11012250729000008.json
35,11012250729000011,呛头家,307971,277.00,2025-07-29T04:39:48,2025-07-29,2025-07-29T22:21:31.896941,2025-07-29T22:21:31.896941,C:\Point Detection\worker\data\converted_tz\2025-07-29\11012250729000011.json,11012250729000011.json
36,11012250729000013,呛头家,307971,242.00,2025-07-29T04:56:02,2025-07-29,2025-07-29T22:21:31.898710,2025-07-29T22:21:31.898710,C:\Point Detection\worker\data\converted_tz\2025-07-29\11012250729000013.json,11012250729000013.json
37,11012250729000015,呛头家,307971,657.00,2025-07-29T05:00:06,2025-07-29,2025-07-29T22:21:31.900686,2025-07-29T22:21:31.900686,C:\Point Detection\worker\data\converted_tz\2025-07-29\11012250729000015.json,11012250729000015.json
38,11012250729000025,呛头家,307971,208.00,2025-07-29T05:19:22,2025-07-29,2025-07-29T22:21:31.902401,2025-07-29T22:21:31.902401,C:\Point Detection\worker\data\converted_tz\2025-07-29\11012250729000025.json,11012250729000025.json
39,11012250729000030,呛头家,307971,211.00,2025-07-29T05:39:00,2025-07-29,2025-07-29T22:21:31.904002,2025-07-29T22:21:31.904002,C:\Point Detection\worker\data\converted_tz\2025-07-29\11012250729000030.json,11012250729000030.json
40,11012250729000031,呛头家,307971,653.00,2025-07-29T05:50:44,2025-07-29,2025-07-29T22:21:31.906118,2025-07-29T22:21:31.906118,C:\Point Detection\worker\data\converted_tz\2025-07-29\11012250729000031.json,11012250729000031.json
41,11012250729000034,呛头家,307971,485.00,2025-07-29T05:56:58,2025-07-29,2025-07-29T22:21:31.908311,2025-07-29T22:21:31.908311,C:\Point Detection\worker\data\converted_tz\2025-07-29\11012250729000034.json,11012250729000034.json
42,11012250729000035,呛头家,307971,241.00,2025-07-29T06:05:44,2025-07-29,2025-07-29T22:21:31.910350,2025-07-29T22:21:31.910350,C:\Point Detection\worker\data\converted_tz\2025-07-29\11012250729000035.json,11012250729000035.json
43,11034250729000064,阳坊 涮肉,306862,682.00,2025-07-29T04:46:12,2025-07-29,2025-07-29T22:21:31.912666,2025-07-29T22:21:31.912666,C:\Point Detection\worker\data\converted_tz\2025-07-29\11034250729000064.json,11034250729000064.json
44,11034250729000066,阳坊 涮肉,306862,668.00,2025-07-29T03:44:58,2025-07-29,2025-07-29T22:21:31.914627,2025-07-29T22:21:31.914627,C:\Point Detection\worker\data\converted_tz\2025-07-29\11034250729000066.json,11034250729000066.json
45,11034250729000070,阳坊 涮肉,306862,886.00,2025-07-29T05:24:50,2025-07-29,2025-07-29T22:21:31.916677,2025-07-29T22:21:31.916677,C:\Point Detection\worker\data\converted_tz\2025-07-29\11034250729000070.json,11034250729000070.json
46,11034250729000074,阳坊 涮肉,306862,972.00,2025-07-29T04:59:28,2025-07-29,2025-07-29T22:21:31.919141,2025-07-29T22:21:31.919141,C:\Point Detection\worker\data\converted_tz\2025-07-29\11034250729000074.json,11034250729000074.json
47,11034250729000075,阳坊 涮肉,306862,712.00,2025-07-29T05:16:54,2025-07-29,2025-07-29T22:21:31.920951,2025-07-29T22:21:31.920951,C:\Point Detection\worker\data\converted_tz\2025-07-29\11034250729000075.json,11034250729000075.json
48,11034250729000078,阳坊 涮肉,306862,438.00,2025-07-29T04:45:14,2025-07-29,2025-07-29T22:21:31.923087,2025-07-29T22:21:31.923087,C:\Point Detection\worker\data\converted_tz\2025-07-29\11034250729000078.json,11034250729000078.json
49,11034250729000082,阳坊 涮肉,306862,78.00,2025-07-29T05:18:52,2025-07-29,2025-07-29T22:21:31.925184,2025-07-29T22:21:31.925184,C:\Point Detection\worker\data\converted_tz\2025-07-29\11034250729000082.json,11034250729000082.json
50,11034250729000084,阳坊 涮肉,306862,489.80,2025-07-29T05:36:42,2025-07-29,2025-07-29T22:21:31.927245,2025-07-29T22:21:31.927245,C:\Point Detection\worker\data\converted_tz\2025-07-29\11034250729000084.json,11034250729000084.json
51,11034250729000095,阳坊 涮肉,306862,16.00,2025-07-29T05:26:12,2025-07-29,2025-07-29T22:21:31.929309,2025-07-29T22:21:31.929309,C:\Point Detection\worker\data\converted_tz\2025-07-29\11034250729000095.json,11034250729000095.json
52,11034250729000096,阳坊 涮肉,306862,559.80,2025-07-29T06:59:14,2025-07-29,2025-07-29T22:21:31.931181,2025-07-29T22:21:31.931181,C:\Point Detection\worker\data\converted_tz\2025-07-29\11034250729000096.json,11034250729000096.json
53,11034250729000097,阳坊 涮肉,306862,681.60,2025-07-29T07:04:22,2025-07-29,2025-07-29T22:21:31.933089,2025-07-29T22:21:31.933089,C:\Point Detection\worker\data\converted_tz\2025-07-29\11034250729000097.json,11034250729000097.json
54,11034250729000100,阳坊 涮肉,306862,268.00,2025-07-29T07:28:06,2025-07-29,2025-07-29T22:21:31.935455,2025-07-29T22:21:31.935455,C:\Point Detection\worker\data\converted_tz\2025-07-29\11034250729000100.json,11034250729000100.json
55,11034250729000105,阳坊 涮肉,306862,516.00,2025-07-29T08:18:18,2025-07-29,2025-07-29T22:21:31.937504,2025-07-29T22:21:31.937504,C:\Point Detection\worker\data\converted_tz\2025-07-29\11034250729000105.json,11034250729000105.json
56,112206242507290001,辣堂赣,304896,111.00,2025-07-29T03:21:42,2025-07-29,2025-07-29T22:21:31.939531,2025-07-29T22:21:31.939531,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290001.json,112206242507290001.json
57,112206242507290002,辣堂赣,304896,102.00,2025-07-29T03:27:14,2025-07-29,2025-07-29T22:21:31.941813,2025-07-29T22:21:31.941813,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290002.json,112206242507290002.json
58,112206242507290003,辣堂赣,304896,61.00,2025-07-29T03:28:46,2025-07-29,2025-07-29T22:21:31.944041,2025-07-29T22:21:31.944041,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290003.json,112206242507290003.json
59,112206242507290004,辣堂赣,304896,39.00,2025-07-29T03:32:12,2025-07-29,2025-07-29T22:21:31.946477,2025-07-29T22:21:31.946477,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290004.json,112206242507290004.json
60,112206242507290005,辣堂赣,304896,101.00,2025-07-29T03:35:48,2025-07-29,2025-07-29T22:21:31.948772,2025-07-29T22:21:31.948772,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290005.json,112206242507290005.json
61,112206242507290006,辣堂赣,304896,55.00,2025-07-29T03:36:36,2025-07-29,2025-07-29T22:21:31.950885,2025-07-29T22:21:31.950885,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290006.json,112206242507290006.json
62,112206242507290007,辣堂赣,304896,,2025-07-29T03:39:18,2025-07-29,2025-07-29T22:21:31.952920,2025-07-29T22:21:31.952920,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290007.json,112206242507290007.json
63,112206242507290008,辣堂赣,304896,,2025-07-29T03:39:28,2025-07-29,2025-07-29T22:21:31.954961,2025-07-29T22:21:31.954961,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290008.json,112206242507290008.json
64,112206242507290009,辣堂赣,304896,32.00,2025-07-29T03:39:36,2025-07-29,2025-07-29T22:21:31.957512,2025-07-29T22:21:31.957512,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290009.json,112206242507290009.json
65,112206242507290010,辣堂赣,304896,,2025-07-29T03:42:50,2025-07-29,2025-07-29T22:21:31.959410,2025-07-29T22:21:31.959410,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290010.json,112206242507290010.json
66,112206242507290011,辣堂赣,304896,133.00,2025-07-29T03:45:20,2025-07-29,2025-07-29T22:21:31.961684,2025-07-29T22:21:31.961684,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290011.json,112206242507290011.json
67,112206242507290012,辣堂赣,304896,,2025-07-29T03:46:20,2025-07-29,2025-07-29T22:21:31.963834,2025-07-29T22:21:31.963834,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290012.json,112206242507290012.json
68,112206242507290013,辣堂赣,304896,249.00,2025-07-29T03:49:12,2025-07-29,2025-07-29T22:21:31.965818,2025-07-29T22:21:31.965818,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290013.json,112206242507290013.json
69,112206242507290014,辣堂赣,304896,68.00,2025-07-29T03:50:20,2025-07-29,2025-07-29T22:21:31.967887,2025-07-29T22:21:31.967887,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290014.json,112206242507290014.json
70,112206242507290016,辣堂赣,304896,39.00,2025-07-29T03:52:38,2025-07-29,2025-07-29T22:21:31.969584,2025-07-29T22:21:31.969584,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290016.json,112206242507290016.json
71,112206242507290018,辣堂赣,304896,43.00,2025-07-29T03:54:56,2025-07-29,2025-07-29T22:21:31.971375,2025-07-29T22:21:31.971375,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290018.json,112206242507290018.json
72,112206242507290019,辣堂赣,304896,39.00,2025-07-29T03:58:28,2025-07-29,2025-07-29T22:21:31.974001,2025-07-29T22:21:31.974001,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290019.json,112206242507290019.json
73,112206242507290021,辣堂赣,304896,39.00,2025-07-29T03:59:30,2025-07-29,2025-07-29T22:21:31.975980,2025-07-29T22:21:31.975980,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290021.json,112206242507290021.json
74,112206242507290022,辣堂赣,304896,,2025-07-29T04:00:00,2025-07-29,2025-07-29T22:21:31.978194,2025-07-29T22:21:31.978194,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290022.json,112206242507290022.json
75,112206242507290023,辣堂赣,304896,80.00,2025-07-29T04:01:02,2025-07-29,2025-07-29T22:21:31.980352,2025-07-29T22:21:31.980352,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290023.json,112206242507290023.json
76,112206242507290024,辣堂赣,304896,41.00,2025-07-29T04:01:10,2025-07-29,2025-07-29T22:21:31.982473,2025-07-29T22:21:31.982473,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290024.json,112206242507290024.json
77,112206242507290025,辣堂赣,304896,36.00,2025-07-29T04:01:54,2025-07-29,2025-07-29T22:21:31.985238,2025-07-29T22:21:31.985238,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290025.json,112206242507290025.json
78,112206242507290026,辣堂赣,304896,26.00,2025-07-29T04:02:22,2025-07-29,2025-07-29T22:21:31.987888,2025-07-29T22:21:31.987888,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290026.json,112206242507290026.json
79,112206242507290027,辣堂赣,304896,43.00,2025-07-29T04:06:44,2025-07-29,2025-07-29T22:21:31.991418,2025-07-29T22:21:31.991418,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290027.json,112206242507290027.json
80,112206242507290029,辣堂赣,304896,52.00,2025-07-29T04:10:02,2025-07-29,2025-07-29T22:21:31.994460,2025-07-29T22:21:31.994460,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290029.json,112206242507290029.json
81,112206242507290030,辣堂赣,304896,116.00,2025-07-29T04:11:36,2025-07-29,2025-07-29T22:21:31.997808,2025-07-29T22:21:31.997808,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290030.json,112206242507290030.json
82,112206242507290031,辣堂赣,304896,48.00,2025-07-29T04:11:48,2025-07-29,2025-07-29T22:21:32.000463,2025-07-29T22:21:32.000463,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290031.json,112206242507290031.json
83,112206242507290032,辣堂赣,304896,195.00,2025-07-29T04:12:02,2025-07-29,2025-07-29T22:21:32.003523,2025-07-29T22:21:32.003523,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290032.json,112206242507290032.json
84,112206242507290033,辣堂赣,304896,37.00,2025-07-29T04:13:16,2025-07-29,2025-07-29T22:21:32.006706,2025-07-29T22:21:32.006706,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290033.json,112206242507290033.json
85,112206242507290035,辣堂赣,304896,57.00,2025-07-29T04:14:16,2025-07-29,2025-07-29T22:21:32.010101,2025-07-29T22:21:32.010101,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290035.json,112206242507290035.json
86,112206242507290036,辣堂赣,304896,6.00,2025-07-29T04:14:24,2025-07-29,2025-07-29T22:21:32.013587,2025-07-29T22:21:32.013587,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290036.json,112206242507290036.json
87,112206242507290041,辣堂赣,304896,,2025-07-29T04:16:42,2025-07-29,2025-07-29T22:21:32.016488,2025-07-29T22:21:32.016488,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290041.json,112206242507290041.json
88,112206242507290043,辣堂赣,304896,99.00,2025-07-29T04:18:14,2025-07-29,2025-07-29T22:21:32.019210,2025-07-29T22:21:32.019210,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290043.json,112206242507290043.json
89,112206242507290044,辣堂赣,304896,37.00,2025-07-29T04:18:38,2025-07-29,2025-07-29T22:21:32.021780,2025-07-29T22:21:32.021780,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290044.json,112206242507290044.json
90,112206242507290051,辣堂赣,304896,80.00,2025-07-29T04:24:04,2025-07-29,2025-07-29T22:21:32.024804,2025-07-29T22:21:32.024804,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290051.json,112206242507290051.json
91,112206242507290055,辣堂赣,304896,37.00,2025-07-29T04:26:10,2025-07-29,2025-07-29T22:21:32.027472,2025-07-29T22:21:32.027472,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290055.json,112206242507290055.json
92,112206242507290056,辣堂赣,304896,,2025-07-29T04:26:24,2025-07-29,2025-07-29T22:21:32.029956,2025-07-29T22:21:32.029956,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290056.json,112206242507290056.json
93,112206242507290057,辣堂赣,304896,17.00,2025-07-29T04:26:32,2025-07-29,2025-07-29T22:21:32.032671,2025-07-29T22:21:32.032671,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290057.json,112206242507290057.json
94,112206242507290058,辣堂赣,304896,52.00,2025-07-29T04:27:00,2025-07-29,2025-07-29T22:21:32.034683,2025-07-29T22:21:32.034683,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290058.json,112206242507290058.json
95,112206242507290059,辣堂赣,304896,39.00,2025-07-29T04:28:50,2025-07-29,2025-07-29T22:21:32.036411,2025-07-29T22:21:32.036411,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290059.json,112206242507290059.json
96,112206242507290060,辣堂赣,304896,49.00,2025-07-29T04:29:10,2025-07-29,2025-07-29T22:21:32.038044,2025-07-29T22:21:32.038044,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290060.json,112206242507290060.json
97,112206242507290061,辣堂赣,304896,65.00,2025-07-29T04:29:18,2025-07-29,2025-07-29T22:21:32.040669,2025-07-29T22:21:32.040669,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290061.json,112206242507290061.json
98,112206242507290062,辣堂赣,304896,65.00,2025-07-29T04:30:28,2025-07-29,2025-07-29T22:21:32.042872,2025-07-29T22:21:32.042872,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290062.json,112206242507290062.json
99,112206242507290063,辣堂赣,304896,89.00,2025-07-29T04:30:42,2025-07-29,2025-07-29T22:21:32.045290,2025-07-29T22:21:32.045290,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290063.json,112206242507290063.json
100,112206242507290064,辣堂赣,304896,185.00,2025-07-29T04:30:48,2025-07-29,2025-07-29T22:21:32.047275,2025-07-29T22:21:32.047275,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290064.json,112206242507290064.json
101,112206242507290065,辣堂赣,304896,86.00,2025-07-29T04:31:14,2025-07-29,2025-07-29T22:21:32.049114,2025-07-29T22:21:32.049114,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290065.json,112206242507290065.json
102,112206242507290066,辣堂赣,304896,,2025-07-29T04:31:56,2025-07-29,2025-07-29T22:21:32.051073,2025-07-29T22:21:32.051073,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290066.json,112206242507290066.json
103,112206242507290067,辣堂赣,304896,48.00,2025-07-29T04:32:04,2025-07-29,2025-07-29T22:21:32.052791,2025-07-29T22:21:32.052791,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290067.json,112206242507290067.json
104,112206242507290068,辣堂赣,304896,64.00,2025-07-29T04:36:22,2025-07-29,2025-07-29T22:21:32.054428,2025-07-29T22:21:32.054428,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290068.json,112206242507290068.json
105,112206242507290069,辣堂赣,304896,175.00,2025-07-29T04:37:46,2025-07-29,2025-07-29T22:21:32.056792,2025-07-29T22:21:32.056792,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290069.json,112206242507290069.json
106,112206242507290070,辣堂赣,304896,151.00,2025-07-29T04:38:24,2025-07-29,2025-07-29T22:21:32.059273,2025-07-29T22:21:32.059273,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290070.json,112206242507290070.json
107,112206242507290071,辣堂赣,304896,99.00,2025-07-29T04:40:16,2025-07-29,2025-07-29T22:21:32.061713,2025-07-29T22:21:32.061713,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290071.json,112206242507290071.json
108,112206242507290072,辣堂赣,304896,18.00,2025-07-29T04:40:30,2025-07-29,2025-07-29T22:21:32.064090,2025-07-29T22:21:32.064090,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290072.json,112206242507290072.json
109,112206242507290073,辣堂赣,304896,141.00,2025-07-29T04:40:32,2025-07-29,2025-07-29T22:21:32.066559,2025-07-29T22:21:32.066559,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290073.json,112206242507290073.json
110,112206242507290074,辣堂赣,304896,102.00,2025-07-29T04:41:04,2025-07-29,2025-07-29T22:21:32.068561,2025-07-29T22:21:32.068561,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290074.json,112206242507290074.json
111,112206242507290075,辣堂赣,304896,122.00,2025-07-29T04:41:46,2025-07-29,2025-07-29T22:21:32.070598,2025-07-29T22:21:32.070598,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290075.json,112206242507290075.json
112,112206242507290076,辣堂赣,304896,52.00,2025-07-29T04:42:06,2025-07-29,2025-07-29T22:21:32.073020,2025-07-29T22:21:32.073020,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290076.json,112206242507290076.json
113,112206242507290077,辣堂赣,304896,6.00,2025-07-29T04:42:34,2025-07-29,2025-07-29T22:21:32.075387,2025-07-29T22:21:32.075387,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290077.json,112206242507290077.json
114,112206242507290078,辣堂赣,304896,60.00,2025-07-29T04:42:48,2025-07-29,2025-07-29T22:21:32.077668,2025-07-29T22:21:32.077668,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290078.json,112206242507290078.json
115,112206242507290079,辣堂赣,304896,9.00,2025-07-29T04:43:52,2025-07-29,2025-07-29T22:21:32.080130,2025-07-29T22:21:32.080130,C:\Point Detection\worker\data\converted_tz\2025-07-29\112206242507290079.json,112206242507290079.json
